"ID","Title","Value","Area","type1","type2","type3","type4","type5","type6","Director","Actor","Year"
2085020,"恶作剧之吻",9," 中国台湾 ","喜剧","爱情",NA,NA,NA,NA," 瞿友宁 "," 郑元畅 林依晨",2005
30170894,"大宋少年志",7.8," 中国大陆 ","悬疑","古装",NA,NA,NA,NA," 伊峥 王飞 彭学军 罗志刚 刘崇杰 "," 张新成 周雨彤",2019
35471947,"非凡医者",7.1," 中国大陆 ","剧情",NA,NA,NA,NA,NA," 陆川 "," 张晚意 姜珮瑶",2023
35623511,"九义人",7.9," 中国大陆 ","剧情","悬疑","古装",NA,NA,NA," 臧溪川 "," 吴倩 李佳航",2023
35297263,"爱很美味",8.1," 中国大陆 ","剧情","喜剧","爱情",NA,NA,NA," 陈正道 许肇任 "," 李纯 张含韵",2021
26581830,"你好，旧时光",8.6," 中国大陆 ","剧情","爱情",NA,NA,NA,NA," 沙漠 "," 李兰迪 张新成",2017
1860377,"黑猫警长",8.8," 中国大陆 ","动画","悬疑",NA,NA,NA,NA," 戴铁郎 范马迪 熊南清 "," 史东敏 王卫",1984
30488569,"龙岭迷窟",8.1," 中国大陆 ","剧情","动作","冒险",NA,NA,NA," 费振翔 "," 潘粤明 张雨绮",2020
26674019,"法医秦明",7," 中国大陆 ","剧情","悬疑",NA,NA,NA,NA," 徐昂 "," 张若昀 焦俊艳",2016
36139980,"凡人修仙传：星海飞驰篇",9.2," 中国大陆 ","动画","奇幻",NA,NA,NA,NA," 王裕仁 林宇昂 "," 钱文青 杨天翔",2023
26363830,"余罪 第一季",8.4," 中国大陆 ","剧情","悬疑","犯罪",NA,NA,NA," 张睿 "," 张一山 吴优",2016
4917905,"宫",6.5," 中国大陆 ","剧情","爱情","历史","奇幻","古装",NA," 李慧珠 "," 杨幂 冯绍峰",2011
30413128,"风犬少年的天空",8," 中国大陆 ","喜剧",NA,NA,NA,NA,NA," 张一白 韩琰 李炳强 "," 彭昱畅 张婧仪",2020
33442331,"我是余欢水",7.3," 中国大陆 ","剧情",NA,NA,NA,NA,NA," 孙墨龙 "," 郭京飞 苗苗",2020
30291091,"我的莫格利男孩",5.6," 中国大陆 ","剧情","爱情",NA,NA,NA,NA," 彭学军 "," 马天宇 杨紫",2019
26363186,"楚乔传",5.3," 中国大陆 ","剧情","爱情","古装",NA,NA,NA," 吴锦源 "," 赵丽颖 林更新",2017
34896010,"画江湖之不良人4",9.2," 中国大陆 ","动作","动画","武侠",NA,NA,NA," 舒奕橙 "," 边江 申秋香",2021
35232070,"平原上的摩西",7.6," 中国大陆 ","剧情","悬疑","犯罪",NA,NA,NA," 张大磊 "," 董子健 海清",2023
34463476,"以家人之名",6.7," 中国大陆 ","剧情","家庭",NA,NA,NA,NA," 丁梓光 "," 谭松韵 宋威龙",2020
2157130,"金粉世家",8.5," 中国大陆 ","爱情","家庭",NA,NA,NA,NA," 李大为 "," 陈坤 董洁",2003
2239292,"大宋提刑官",9.3," 中国大陆 ","剧情","悬疑","历史","古装",NA,NA," 阚卫平 "," 何冰 罗海琼",2005
35524406,"画江湖之不良人5",8.4," 中国大陆 ","动作","动画","武侠",NA,NA,NA," 李帅帅 付亮 "," 褚珺 边江",2022
34908091,"天官赐福",8.1," 中国大陆 ","剧情","动画",NA,NA,NA,NA," 李豪凌 "," 姜广涛 马正阳",2020
1878360,"金枝欲孽",9," 中国香港 ","剧情","古装",NA,NA,NA,NA," 戚其义 "," 邓萃雯 黎姿",2004
35063919,"大宋少年志2",7.9," 中国大陆 ","剧情","古装",NA,NA,NA,NA," 王飞 周楠 "," 张新成 周雨彤",2023
2156775,"西游记",9.3," 中国大陆 ","动画","奇幻","古装",NA,NA,NA," 方润南 潘积耀 周凤英 "," 沈晓谦 张涵予",1999
26743573,"欢乐颂2",5.4," 中国大陆 ","剧情","爱情",NA,NA,NA,NA," 简川訸 张开宙 "," 刘涛 蒋欣",2017
35165338,"西出玉门",6.8," 中国大陆 ","剧情","爱情","悬疑","冒险",NA,NA," 苏照彬 林子平 "," 倪妮 白宇",2023
33393274,"摩天大楼",7.9," 中国大陆 ","悬疑","犯罪",NA,NA,NA,NA," 陈正道 许肇任 吴中天 "," 郭涛 杨子姗",2020
2244363,"粉红女郎",8," 中国大陆 ","剧情","喜剧","爱情",NA,NA,NA," 朱翊 "," 刘若英 张延",2003
